,degree,fanout,fanin
RBBP8,1.0,1.0,1.0
RBBP7,0.0,0.0,1.0
SECTM1,0.0,0.0,1.0
RBBP5,1.0,1.0,1.0
RBBP4,1.0,1.0,1.0
RAB42,0.0,0.0,1.0
RAB43,0.0,0.0,1.0
LRRC31,0.0,0.0,1.0
MPC1L,1.0,1.0,1.0
SKAP2,1.0,1.0,1.0
SKAP1,1.0,1.0,1.0
C12orf4,0.0,0.0,1.0
C12orf5,0.0,0.0,1.0
GGTLC2,0.0,0.0,1.0
LRRC36,0.0,0.0,1.0
PITPNA,0.0,0.0,1.0
PITPNB,0.0,0.0,1.0
DCAF12L2,0.0,0.0,1.0
DCAF12L1,0.0,0.0,1.0
CLEC7A,4.0,4.0,1.0
NARF,0.0,0.0,1.0
GSPT2,1.0,1.0,1.0
GSPT1,1.0,1.0,1.0
RALGPS2,0.0,0.0,1.0
MIER1,0.0,0.0,1.0
MIER2,0.0,0.0,1.0
MIER3,0.0,0.0,1.0
AMN1,0.0,0.0,1.0
KIR3DL2,3.0,3.0,1.0
KIR3DL3,3.0,3.0,1.0
LMNB2,1.0,1.0,1.0
IL13RA2,2.0,2.0,1.0
IL13RA1,3.0,3.0,1.0
LMNB1,1.0,1.0,1.0
LRBA,0.0,0.0,1.0
MRPS28,0.0,0.0,1.0
MRPS26,0.0,0.0,1.0
MRPS27,0.0,0.0,1.0
MRPS25,0.0,0.0,1.0
MRPS22,0.0,0.0,1.0
MRPS23,0.0,0.0,1.0
UBE2MP1,0.0,0.0,1.0
PPP2R5D,8.0,8.0,1.0
PPP2R5E,8.0,8.0,1.0
SMN1,0.0,0.0,1.0
PPP2R5A,8.0,8.0,1.0
PPP2R5B,8.0,8.0,1.0
PPP2R5C,8.0,8.0,1.0
LCMT1,0.0,0.0,1.0
LCMT2,0.0,0.0,1.0
NAMPT,2.0,2.0,1.0
PRORSD1P,0.0,0.0,1.0
JMJD6,0.0,0.0,1.0
JMJD4,0.0,0.0,1.0
ZHX2,0.0,0.0,1.0
ZHX3,0.0,0.0,1.0
JMJD8,0.0,0.0,1.0
ZHX1,0.0,0.0,1.0
SCRG1,0.0,0.0,1.0
SLFN14,0.0,0.0,1.0
FOXD4,0.0,0.0,1.0
FOXD2,0.0,0.0,1.0
SLFN11,0.0,0.0,1.0
SLFN12,0.0,0.0,1.0
SLFN13,0.0,0.0,1.0
APPL1,3.0,3.0,1.0
APPL2,0.0,0.0,1.0
MEMO1,0.0,0.0,1.0
KRTAP21-3,0.0,0.0,1.0
KRTAP21-2,0.0,0.0,1.0
KRTAP21-1,0.0,0.0,1.0
HBBP1,0.0,0.0,1.0
CAPN15,0.0,0.0,1.0
CAPN14,0.0,0.0,1.0
CAPN13,0.0,0.0,1.0
CAPN12,0.0,0.0,1.0
CAPN11,0.0,0.0,1.0
CAPN10,0.0,0.0,1.0
SLC35D3,0.0,0.0,1.0
SLC35D2,0.0,0.0,1.0
SLC35D1,0.0,0.0,1.0
COX7B,12.0,12.0,1.0
HIBCH,2.0,2.0,1.0
HS3ST6,0.0,0.0,1.0
HS3ST5,1.0,1.0,1.0
HS3ST4,0.0,0.0,1.0
IL1RAPL1,0.0,0.0,1.0
HS3ST2,1.0,1.0,1.0
HS3ST1,1.0,1.0,1.0
IL1RAPL2,0.0,0.0,1.0
HYI,1.0,1.0,1.0
DYTN,0.0,0.0,1.0
MPRIP,0.0,0.0,1.0
C11orf97,0.0,0.0,1.0
C11orf96,0.0,0.0,1.0
C11orf95,0.0,0.0,1.0
C11orf94,0.0,0.0,1.0
C11orf91,0.0,0.0,1.0
THUMPD1,0.0,0.0,1.0
WDR35,0.0,0.0,1.0
THUMPD3,0.0,0.0,1.0
THUMPD2,0.0,0.0,1.0
CHORDC1,0.0,0.0,1.0
PXDNL,0.0,0.0,1.0
MLLT4,0.0,0.0,1.0
MLLT6,0.0,0.0,1.0
MLLT1,2.0,2.0,1.0
MLLT3,2.0,2.0,1.0
WDR36,1.0,1.0,1.0
SYNJ1,2.0,2.0,1.0
PHOSPHO2,1.0,1.0,1.0
PHOSPHO1,1.0,1.0,1.0
SYNJ2,2.0,2.0,1.0
OR2T10,1.0,1.0,1.0
OR2T11,1.0,1.0,1.0
OR2T12,1.0,1.0,1.0
ZNHIT3,0.0,0.0,1.0
ZNHIT2,0.0,0.0,1.0
ZNHIT1,0.0,0.0,1.0
ZNHIT6,0.0,0.0,1.0
DYX1C1-CCPG1,0.0,0.0,1.0
NFATC2IP,0.0,0.0,1.0
ESYT1,0.0,0.0,1.0
PCDHA2,0.0,0.0,1.0
PCDHA3,0.0,0.0,1.0
PCDHA1,0.0,0.0,1.0
PCDHA6,0.0,0.0,1.0
PCDHA7,0.0,0.0,1.0
PCDHA4,0.0,0.0,1.0
PCDHA5,0.0,0.0,1.0
IL15RA,5.0,5.0,1.0
PCDHA8,0.0,0.0,1.0
PCDHA9,0.0,0.0,1.0
EPM2AIP1,0.0,0.0,1.0
ESYT2,0.0,0.0,1.0
EIF4A2,0.0,0.0,1.0
OR7G2,1.0,1.0,1.0
OR7G3,1.0,1.0,1.0
OR7G1,1.0,1.0,1.0
BLID,0.0,0.0,1.0
CDX1,0.0,0.0,1.0
CCDC167,0.0,0.0,1.0
CDX2,1.0,1.0,1.0
CDX4,0.0,0.0,1.0
LRFN3,0.0,0.0,1.0
LYRM2,0.0,0.0,1.0
LYRM1,0.0,0.0,1.0
LYRM7,0.0,0.0,1.0
HNRNPA3P1,0.0,0.0,1.0
LYRM4,0.0,0.0,1.0
NKX2-2,1.0,1.0,1.0
NKX2-3,0.0,0.0,1.0
LYRM9,0.0,0.0,1.0
NKX2-1,0.0,0.0,1.0
NKX2-6,0.0,0.0,1.0
NKX2-5,0.0,0.0,1.0
NBPF9,0.0,0.0,1.0
ZP1,0.0,0.0,1.0
ZP3,0.0,0.0,1.0
ZP2,0.0,0.0,1.0
ZP4,0.0,0.0,1.0
DMXL1,1.0,1.0,1.0
OAS1,7.0,7.0,1.0
NBPF7,0.0,0.0,1.0
OAS3,7.0,7.0,1.0
OAS2,7.0,7.0,1.0
TTYH1,0.0,0.0,1.0
TTYH2,0.0,0.0,1.0
TLE2,2.0,2.0,1.0
STK11IP,0.0,0.0,1.0
SPAG11B,0.0,0.0,1.0
SPAG11A,0.0,0.0,1.0
OASL,1.0,1.0,1.0
CCIN,0.0,0.0,1.0
OR9Q2,1.0,1.0,1.0
OR9Q1,1.0,1.0,1.0
C6orf62,0.0,0.0,1.0
NFS1,2.0,2.0,1.0
C22orf42,0.0,0.0,1.0
SAXO1,0.0,0.0,1.0
DTHD1,0.0,0.0,1.0
ROBO3,1.0,1.0,1.0
ASPHD2,0.0,0.0,1.0
ASPHD1,0.0,0.0,1.0
CCDC87,0.0,0.0,1.0
DES,3.0,3.0,1.0
FBXL4,0.0,0.0,1.0
DEK,0.0,0.0,1.0
FBXL7,0.0,0.0,1.0
MANEA,0.0,0.0,1.0
PTGFRN,0.0,0.0,1.0
MIR222,1.0,1.0,1.0
UBAP2,0.0,0.0,1.0
UBAP1,0.0,0.0,1.0
MIR221,1.0,1.0,1.0
MIR224,1.0,1.0,1.0
HTR2A,5.0,5.0,1.0
HTR2C,5.0,5.0,1.0
HTR2B,5.0,5.0,1.0
TMEM9B,0.0,0.0,1.0
GBA1,3.0,3.0,1.0
GBA2,2.0,2.0,1.0
TNFSF13B,4.0,4.0,1.0
KLHL36,0.0,0.0,1.0
KLHL34,0.0,0.0,1.0
TMEM99,0.0,0.0,1.0
KLHL32,0.0,0.0,1.0
KLHL33,0.0,0.0,1.0
KLHL30,0.0,0.0,1.0
KLHL31,0.0,0.0,1.0
TMEM92,0.0,0.0,1.0
TMEM91,0.0,0.0,1.0
TMEM97,1.0,1.0,1.0
KLHL38,0.0,0.0,1.0
TMEM95,0.0,0.0,1.0
KIAA0895,0.0,0.0,1.0
MTNR1B,2.0,2.0,1.0
MTNR1A,2.0,2.0,1.0
PEX1,1.0,1.0,1.0
TBPL2,6.0,6.0,1.0
PEX3,1.0,1.0,1.0
PEX2,1.0,1.0,1.0
PEX5,1.0,1.0,1.0
PEX7,1.0,1.0,1.0
PEX6,1.0,1.0,1.0
REG4,1.0,1.0,1.0
ESAM,2.0,2.0,1.0
OR5AS1,1.0,1.0,1.0
ERMN,0.0,0.0,1.0
ACE,6.0,6.0,1.0
ACD,0.0,0.0,1.0
ACR,0.0,0.0,1.0
ATP5I,0.0,0.0,1.0
ME1,2.0,2.0,1.0
ME3,2.0,2.0,1.0
ME2,1.0,1.0,1.0
GNAI2,38.0,38.0,1.0
GNAI3,38.0,38.0,1.0
ATP5E,0.0,0.0,1.0
GNAI1,38.0,38.0,1.0
MPZL2,0.0,0.0,1.0
MPZL3,0.0,0.0,1.0
TBK1,25.0,25.0,1.0
MPZL1,1.0,1.0,1.0
SNORD56B,0.0,0.0,1.0
SFMBT2,0.0,0.0,1.0
POMP,1.0,1.0,1.0
PCDHB15,0.0,0.0,1.0
TOP1MT,0.0,0.0,1.0
CYP7B1,2.0,2.0,1.0
POMC,7.0,7.0,1.0
ACHE,2.0,2.0,1.0
PRB2,1.0,1.0,1.0
PRB3,0.0,0.0,1.0
PRB4,0.0,0.0,1.0
POMK,1.0,1.0,1.0
WSCD1,0.0,0.0,1.0
WSCD2,0.0,0.0,1.0
GDA,1.0,1.0,1.0
RNH1,0.0,0.0,1.0
RPS13,2.0,2.0,1.0
CLPX,0.0,0.0,1.0
RPS11,2.0,2.0,1.0
RPS10,2.0,2.0,1.0
RPS17,2.0,2.0,1.0
RPS16,2.0,2.0,1.0
RPS15,2.0,2.0,1.0
RPS14,2.0,2.0,1.0
CLPP,0.0,0.0,1.0
RPS19,2.0,2.0,1.0
RPS18,2.0,2.0,1.0
RHOXF2,0.0,0.0,1.0
RHOXF1,0.0,0.0,1.0
SLC16A4,0.0,0.0,1.0
OR1F1,1.0,1.0,1.0
FOXD2-AS1,0.0,0.0,1.0
CLPB,1.0,1.0,1.0
PUSL1,0.0,0.0,1.0
FEZF1,0.0,0.0,1.0
FEZF2,0.0,0.0,1.0
SLC9A3R2,0.0,0.0,1.0
SLC9A3R1,0.0,0.0,1.0
PLCXD3,0.0,0.0,1.0
PLCXD2,0.0,0.0,1.0
PLCXD1,0.0,0.0,1.0
CDRT15L2,0.0,0.0,1.0
TSSC4,0.0,0.0,1.0
RRAGD,3.0,3.0,1.0
RRAGA,3.0,3.0,1.0
RRAGC,3.0,3.0,1.0
RRAGB,3.0,3.0,1.0
GGT1,3.0,3.0,1.0
GGT6,2.0,2.0,1.0
GGT7,2.0,2.0,1.0
GGT5,3.0,3.0,1.0
TIAF1,0.0,0.0,1.0
PTPRU,0.0,0.0,1.0
PTPRT,0.0,0.0,1.0
PTPRS,1.0,1.0,1.0
SLC40A1,2.0,2.0,1.0
PTPRQ,0.0,0.0,1.0
CLP1,1.0,1.0,1.0
LILRP2,0.0,0.0,1.0
PTPRG,0.0,0.0,1.0
PTPRF,4.0,4.0,1.0
PTPRE,0.0,0.0,1.0
PTPRD,1.0,1.0,1.0
PTPRC,5.0,5.0,1.0
PTPRB,1.0,1.0,1.0
PTPRA,0.0,0.0,1.0
PTPRO,0.0,0.0,1.0
PVRIG,0.0,0.0,1.0
PTPRM,2.0,2.0,1.0
CCDC103,0.0,0.0,1.0
DTWD2,0.0,0.0,1.0
PTPRJ,2.0,2.0,1.0
PTPRH,0.0,0.0,1.0
IFT27,0.0,0.0,1.0
IFT20,0.0,0.0,1.0
CPM,0.0,0.0,1.0
IFT22,0.0,0.0,1.0
CPO,0.0,0.0,1.0
CPD,0.0,0.0,1.0
CPE,1.0,1.0,1.0
CPZ,0.0,0.0,1.0
CPQ,0.0,0.0,1.0
GAPVD1,0.0,0.0,1.0
CASS4,0.0,0.0,1.0
CYP46A1,1.0,1.0,1.0
DMPK,0.0,0.0,1.0
BANK1,1.0,1.0,1.0
DOC2A,0.0,0.0,1.0
PWRN2,0.0,0.0,1.0
RNASEH1,1.0,1.0,1.0
DMP1,1.0,1.0,1.0
LMTK3,0.0,0.0,1.0
LMTK2,0.0,0.0,1.0
RMRP,1.0,1.0,1.0
HHIP,4.0,4.0,1.0
MTRF1,0.0,0.0,1.0
RC3H1,0.0,0.0,1.0
RC3H2,0.0,0.0,1.0
IFIT5,0.0,0.0,1.0
IFIT3,0.0,0.0,1.0
IFIT2,0.0,0.0,1.0
IFIT1,1.0,1.0,1.0
ISG15,4.0,4.0,1.0
MAP1LC3A,9.0,9.0,1.0
MAP1LC3C,9.0,9.0,1.0
MAP1LC3B,9.0,9.0,1.0
GGTLC1,0.0,0.0,1.0
ZFP28,1.0,1.0,1.0
GPS1,0.0,0.0,1.0
BRCC3,2.0,2.0,1.0
NSL1,0.0,0.0,1.0
ARL5A,0.0,0.0,1.0
ARL5C,0.0,0.0,1.0
ARL5B,0.0,0.0,1.0
PSAP,2.0,2.0,1.0
GABRP,5.0,5.0,1.0
APITD1,0.0,0.0,1.0
KRT17,2.0,2.0,1.0
KRT16,2.0,2.0,1.0
KRT15,2.0,2.0,1.0
KRT14,2.0,2.0,1.0
KRT13,2.0,2.0,1.0
KRT12,2.0,2.0,1.0
WDR33,1.0,1.0,1.0
KRT10,2.0,2.0,1.0
GABRE,5.0,5.0,1.0
GABRD,5.0,5.0,1.0
EIF4A1,0.0,0.0,1.0
WDR38,0.0,0.0,1.0
KRT19,2.0,2.0,1.0
KRT18,2.0,2.0,1.0
ABHD17A,0.0,0.0,1.0
ABHD17B,0.0,0.0,1.0
ABHD17C,0.0,0.0,1.0
GIGYF1,0.0,0.0,1.0
GIGYF2,0.0,0.0,1.0
NBPF8,0.0,0.0,1.0
TLE3,2.0,2.0,1.0
PAG1,0.0,0.0,1.0
TLE1,2.0,2.0,1.0
NBPF4,0.0,0.0,1.0
NBPF3,0.0,0.0,1.0
TLE6,2.0,2.0,1.0
NBPF1,0.0,0.0,1.0
TLE4,2.0,2.0,1.0
LINC00857,0.0,0.0,1.0
AUNIP,0.0,0.0,1.0
LINC00852,0.0,0.0,1.0
LINC00851,0.0,0.0,1.0
ZFP69B,1.0,1.0,1.0
CDC6,2.0,2.0,1.0
PROB1,0.0,0.0,1.0
PKLR,6.0,6.0,1.0
COX5B,12.0,12.0,1.0
TFPT,0.0,0.0,1.0
PCDHB13,0.0,0.0,1.0
PCDHB12,0.0,0.0,1.0
PCDHB11,0.0,0.0,1.0
PCDHB10,0.0,0.0,1.0
TM9SF1,0.0,0.0,1.0
PCDHB16,0.0,0.0,1.0
TM9SF3,0.0,0.0,1.0
PCDHB14,0.0,0.0,1.0
SPATS2L,0.0,0.0,1.0
MIR129-1,1.0,1.0,1.0
VPS52,0.0,0.0,1.0
MIR129-2,1.0,1.0,1.0
TMEM178A,0.0,0.0,1.0
MEPCE,0.0,0.0,1.0
SIGLEC7,0.0,0.0,1.0
MFSD6L,0.0,0.0,1.0
KCNC4,0.0,0.0,1.0
KCNC1,0.0,0.0,1.0
KCNC2,0.0,0.0,1.0
KCNC3,1.0,1.0,1.0
TMIE,0.0,0.0,1.0
KIAA2026,0.0,0.0,1.0
NGFR,9.0,9.0,1.0
SIGLEC1,1.0,1.0,1.0
ACAA2,2.0,2.0,1.0
ACAA1,5.0,5.0,1.0
OR3A1,1.0,1.0,1.0
OR3A2,1.0,1.0,1.0
OR3A3,1.0,1.0,1.0
APCS,0.0,0.0,1.0
LTBP4,0.0,0.0,1.0
LTBP3,0.0,0.0,1.0
ARIH2,0.0,0.0,1.0
LTBP1,1.0,1.0,1.0
ZNF267,1.0,1.0,1.0
SUFU,3.0,3.0,1.0
APC2,16.0,16.0,1.0
PLA2G4B,22.0,22.0,1.0
PLA2G4A,22.0,22.0,1.0
PLA2G4F,22.0,22.0,1.0
PLA2G4E,22.0,22.0,1.0
PLA2G4D,22.0,22.0,1.0
CRAT,1.0,1.0,1.0
OR8H1,1.0,1.0,1.0
OR8H2,1.0,1.0,1.0
OR8H3,1.0,1.0,1.0
LRWD1,0.0,0.0,1.0
MBD5,0.0,0.0,1.0
MBD4,1.0,1.0,1.0
CMTM8,0.0,0.0,1.0
MBD6,0.0,0.0,1.0
MIR133B,1.0,1.0,1.0
MBD3,0.0,0.0,1.0
MBD2,0.0,0.0,1.0
CMTM2,0.0,0.0,1.0
CMTM3,0.0,0.0,1.0
CMTM1,0.0,0.0,1.0
CMTM6,0.0,0.0,1.0
CMTM7,0.0,0.0,1.0
CMTM4,0.0,0.0,1.0
CMTM5,0.0,0.0,1.0
COL11A1,1.0,1.0,1.0
COL11A2,1.0,1.0,1.0
CYP3A43,1.0,1.0,1.0
REXO1,1.0,1.0,1.0
REXO2,1.0,1.0,1.0
REXO4,0.0,0.0,1.0
SLC25A19,0.0,0.0,1.0
SLC25A18,0.0,0.0,1.0
SLC25A17,1.0,1.0,1.0
SLC25A16,0.0,0.0,1.0
SLC25A15,0.0,0.0,1.0
SLC25A14,0.0,0.0,1.0
SLC25A13,0.0,0.0,1.0
SLC25A12,0.0,0.0,1.0
SLC25A11,0.0,0.0,1.0
SLC25A10,1.0,1.0,1.0
TUBA3C,12.0,12.0,1.0
TUBA3E,12.0,12.0,1.0
TUBA3D,12.0,12.0,1.0
CCDC14,0.0,0.0,1.0
CCDC15,0.0,0.0,1.0
CCDC17,0.0,0.0,1.0
NDUFA10,12.0,12.0,1.0
NDUFA11,12.0,12.0,1.0
NDUFA12,12.0,12.0,1.0
NDUFA13,12.0,12.0,1.0
CCDC18,0.0,0.0,1.0
ALDH1L2,1.0,1.0,1.0
ALDH1L1,1.0,1.0,1.0
ZNF280D,0.0,0.0,1.0
ZNF280C,0.0,0.0,1.0
ZNF280B,0.0,0.0,1.0
ZNF280A,0.0,0.0,1.0
VIM,2.0,2.0,1.0
GNG7,19.0,19.0,1.0
GNG4,18.0,18.0,1.0
GNG5,18.0,18.0,1.0
GNG2,18.0,18.0,1.0
GNG3,18.0,18.0,1.0
VIT,0.0,0.0,1.0
GNG8,18.0,18.0,1.0
STAR,5.0,5.0,1.0
FUS,5.0,5.0,1.0
UGT3A2,0.0,0.0,1.0
UGT3A1,0.0,0.0,1.0
FUZ,0.0,0.0,1.0
TMEM88B,0.0,0.0,1.0
STAC,0.0,0.0,1.0
COX6B1,12.0,12.0,1.0
COX6B2,12.0,12.0,1.0
STAM,2.0,2.0,1.0
TMEM51-AS1,0.0,0.0,1.0
ARIH1,0.0,0.0,1.0
CLDN8,5.0,5.0,1.0
CLDN9,5.0,5.0,1.0
FIG4,3.0,3.0,1.0
RAB11B,4.0,4.0,1.0
CLDN1,5.0,5.0,1.0
CLDN2,5.0,5.0,1.0
CLDN3,5.0,5.0,1.0
CLDN4,5.0,5.0,1.0
CLDN5,5.0,5.0,1.0
CLDN6,5.0,5.0,1.0
CLDN7,5.0,5.0,1.0
FIGF,0.0,0.0,1.0
RASGEF1B,0.0,0.0,1.0
RASGEF1A,0.0,0.0,1.0
FIGN,0.0,0.0,1.0
TTC12,0.0,0.0,1.0
PLEKHS1,0.0,0.0,1.0
MAGEB2,0.0,0.0,1.0
MAGEB3,0.0,0.0,1.0
MAGEB1,0.0,0.0,1.0
TRDMT1,0.0,0.0,1.0
SMYD1,1.0,1.0,1.0
MAGEB4,0.0,0.0,1.0
SMYD3,1.0,1.0,1.0
MRFAP1,0.0,0.0,1.0
SERPIND1,1.0,1.0,1.0
IRF3,21.0,21.0,1.0
IRF2,0.0,0.0,1.0
IRF1,5.0,5.0,1.0
IRF7,13.0,13.0,1.0
IRF6,0.0,0.0,1.0
IRF5,1.0,1.0,1.0
IRF4,1.0,1.0,1.0
IRF9,14.0,14.0,1.0
IRF8,1.0,1.0,1.0
FAM78A,0.0,0.0,1.0
FAM78B,0.0,0.0,1.0
LY75,0.0,0.0,1.0
SNX29,0.0,0.0,1.0
SNX22,0.0,0.0,1.0
CLK1,1.0,1.0,1.0
SNX20,0.0,0.0,1.0
CLK3,0.0,0.0,1.0
CLK4,1.0,1.0,1.0
SNX27,0.0,0.0,1.0
SNX24,0.0,0.0,1.0
SNX25,0.0,0.0,1.0
RUNDC1,0.0,0.0,1.0
ONECUT3,0.0,0.0,1.0
ONECUT2,0.0,0.0,1.0
ONECUT1,2.0,2.0,1.0
PLA2G4C,22.0,22.0,1.0
SGCA,4.0,4.0,1.0
PANX1,1.0,1.0,1.0
PANX2,0.0,0.0,1.0
PANX3,0.0,0.0,1.0
ZNF271P,0.0,0.0,1.0
ZBTB12,0.0,0.0,1.0
ZBTB11,0.0,0.0,1.0
ZBTB10,0.0,0.0,1.0
ZBTB17,4.0,4.0,1.0
ZBTB16,3.0,3.0,1.0
ZBTB14,0.0,0.0,1.0
ZBTB18,0.0,0.0,1.0
TEX101,0.0,0.0,1.0
TMEM150A,0.0,0.0,1.0
TMEM150C,0.0,0.0,1.0
TMEM150B,0.0,0.0,1.0
C1orf159,0.0,0.0,1.0
C1orf158,0.0,0.0,1.0
LINC00467,0.0,0.0,1.0
DDX19A,2.0,2.0,1.0
DDX19B,2.0,2.0,1.0
LINC00461,0.0,0.0,1.0
DUSP8,1.0,1.0,1.0
LYSMD3,0.0,0.0,1.0
LYSMD2,0.0,0.0,1.0
ACVR2B,4.0,4.0,1.0
RRAS2,11.0,11.0,1.0
LYSMD4,0.0,0.0,1.0
SPATA33,0.0,0.0,1.0
SPATA32,0.0,0.0,1.0
TRIM68,0.0,0.0,1.0
TRIM69,0.0,0.0,1.0
MTOR,48.0,48.0,1.0
UNG,2.0,2.0,1.0
TRIM60,0.0,0.0,1.0
TRIM61,0.0,0.0,1.0
TRIM62,0.0,0.0,1.0
TRIM63,0.0,0.0,1.0
TRIM64,0.0,0.0,1.0
TRIM65,0.0,0.0,1.0
TRIM67,0.0,0.0,1.0
TRIT1,0.0,0.0,1.0
OMG,0.0,0.0,1.0
ITK,3.0,3.0,1.0
OMD,0.0,0.0,1.0
OMP,0.0,0.0,1.0
CNBD2,0.0,0.0,1.0
C2orf66,0.0,0.0,1.0
C2orf69,0.0,0.0,1.0
C2orf68,0.0,0.0,1.0
NRF1,2.0,2.0,1.0
NAGPA,1.0,1.0,1.0
LCAT,2.0,2.0,1.0
OR52D1,1.0,1.0,1.0
HIP1,2.0,2.0,1.0
SNHG15,0.0,0.0,1.0
SERTAD1,0.0,0.0,1.0
SERTAD2,0.0,0.0,1.0
SERTAD3,0.0,0.0,1.0
SNHG11,0.0,0.0,1.0
BIK,0.0,0.0,1.0
ARAP1,1.0,1.0,1.0
BID,23.0,23.0,1.0
MBD1,0.0,0.0,1.0
GIN1,0.0,0.0,1.0
THEM6,0.0,0.0,1.0
PYDC2,1.0,1.0,1.0
PYDC1,1.0,1.0,1.0
OR51E1,1.0,1.0,1.0
CYBB,15.0,15.0,1.0
CYBA,11.0,11.0,1.0
CEACAM19,0.0,0.0,1.0
CEACAM16,0.0,0.0,1.0
CIDEB,1.0,1.0,1.0
CIDEC,1.0,1.0,1.0
DHCR24,1.0,1.0,1.0
LCA5,0.0,0.0,1.0
C4BPA,2.0,2.0,1.0
MLPH,0.0,0.0,1.0
PPM1M,0.0,0.0,1.0
HSF1,1.0,1.0,1.0
TRMT112,0.0,0.0,1.0
FGFRL1,0.0,0.0,1.0
HSF2,0.0,0.0,1.0
HSF5,0.0,0.0,1.0
CRLF3,0.0,0.0,1.0
CRLF1,0.0,0.0,1.0
PRPF4B,0.0,0.0,1.0
C7orf57,0.0,0.0,1.0
C7orf50,0.0,0.0,1.0
PARK7,2.0,2.0,1.0
RORC,3.0,3.0,1.0
RORB,1.0,1.0,1.0
RORA,4.0,4.0,1.0
ZNF479,1.0,1.0,1.0
NXPE1,0.0,0.0,1.0
NXPE3,0.0,0.0,1.0
NXPE4,0.0,0.0,1.0
ZNF471,1.0,1.0,1.0
ZNF470,1.0,1.0,1.0
ZNF473,1.0,1.0,1.0
ZNF474,0.0,0.0,1.0
GUSB,6.0,6.0,1.0
NUDT11,0.0,0.0,1.0
ROR2,1.0,1.0,1.0
ROR1,1.0,1.0,1.0
KIZ,0.0,0.0,1.0
SLTM,0.0,0.0,1.0
SFI1,0.0,0.0,1.0
KIT,11.0,11.0,1.0
KPNA7,3.0,3.0,1.0
KPNA6,3.0,3.0,1.0
KPNA5,3.0,3.0,1.0
KPNA4,3.0,3.0,1.0
KPNA3,3.0,3.0,1.0
KPNA2,3.0,3.0,1.0
KPNA1,4.0,4.0,1.0
TTC30A,0.0,0.0,1.0
ERVFRD-1,0.0,0.0,1.0
UNC119B,0.0,0.0,1.0
FRS3,0.0,0.0,1.0
FRS2,3.0,3.0,1.0
TNFRSF17,2.0,2.0,1.0
TNFRSF14,4.0,4.0,1.0
MIR92A2,1.0,1.0,1.0
TTC30B,0.0,0.0,1.0
TNFRSF18,1.0,1.0,1.0
TNFRSF19,1.0,1.0,1.0
ARHGEF5,0.0,0.0,1.0
TSGA10IP,0.0,0.0,1.0
MIR199B,1.0,1.0,1.0
CHODL,0.0,0.0,1.0
PPP4R1L,0.0,0.0,1.0
NUDT14,0.0,0.0,1.0
B4GALT1,7.0,7.0,1.0
B4GALT3,6.0,6.0,1.0
B4GALT2,7.0,7.0,1.0
B4GALT5,2.0,2.0,1.0
B4GALT4,2.0,2.0,1.0
B4GALT7,2.0,2.0,1.0
B4GALT6,1.0,1.0,1.0
FCN3,0.0,0.0,1.0
FCN2,0.0,0.0,1.0
FCN1,0.0,0.0,1.0
OR5L1,1.0,1.0,1.0
OR5L2,1.0,1.0,1.0
TRRAP,1.0,1.0,1.0
LINC00619,0.0,0.0,1.0
TBC1D13,0.0,0.0,1.0
LINC00615,0.0,0.0,1.0
LINC00616,0.0,0.0,1.0
TNFRSF1B,7.0,7.0,1.0
TNFRSF1A,35.0,35.0,1.0
FAM174B,0.0,0.0,1.0
FAM174A,0.0,0.0,1.0
CYP19A1,2.0,2.0,1.0
SPRN,0.0,0.0,1.0
SULT2B1,1.0,1.0,1.0
POLR2J4,0.0,0.0,1.0
FBL,1.0,1.0,1.0
SOGA3,0.0,0.0,1.0
POLR2J2,2.0,2.0,1.0
POLR2J3,2.0,2.0,1.0
VMAC,0.0,0.0,1.0
DOHH,0.0,0.0,1.0
PCDHA12,0.0,0.0,1.0
PXK,0.0,0.0,1.0
HPRT1,2.0,2.0,1.0
FOSL1,4.0,4.0,1.0
FOSL2,1.0,1.0,1.0
LAD1,0.0,0.0,1.0
CCDC12,1.0,1.0,1.0
SERPINA1,1.0,1.0,1.0
CCDC13,0.0,0.0,1.0
S100A7,1.0,1.0,1.0
LPAL2,0.0,0.0,1.0
ISOC2,0.0,0.0,1.0
ISOC1,0.0,0.0,1.0
GPR52,0.0,0.0,1.0
CHRD,1.0,1.0,1.0
S100A6,0.0,0.0,1.0
PPP2R1A,14.0,14.0,1.0
PPP2R1B,14.0,14.0,1.0
C1orf210,0.0,0.0,1.0
C1orf216,0.0,0.0,1.0
ZMYND15,0.0,0.0,1.0
ZMYND12,0.0,0.0,1.0
WASL,8.0,8.0,1.0
ZMYND10,0.0,0.0,1.0
ZMYND11,0.0,0.0,1.0
BCL9L,0.0,0.0,1.0
CACTIN,0.0,0.0,1.0
ZMYND19,0.0,0.0,1.0
CLEC3B,0.0,0.0,1.0
CLEC3A,0.0,0.0,1.0
AMBP,0.0,0.0,1.0
FAM83F,0.0,0.0,1.0
AMBN,0.0,0.0,1.0
FAM83E,0.0,0.0,1.0
FAM83D,0.0,0.0,1.0
OR4B1,1.0,1.0,1.0
WNT2B,15.0,15.0,1.0
HSPB7,0.0,0.0,1.0
HSPB2,1.0,1.0,1.0
HSPB3,0.0,0.0,1.0
HSPB1,3.0,3.0,1.0
HSPB8,0.0,0.0,1.0
HSPB9,0.0,0.0,1.0
RHOBTB2,1.0,1.0,1.0
